title,author,date,topic,classified_content
Very fast raise service to be expanded,Linton Corbet,31-10-2023 04:03:00 PM,2023-10-09 Fast Frequency Response market,"The summary of the news ""Very fast raise service to be expanded"" posted at 31-10-2023 04:03:00 PM is: The Australian Energy Market Operator (AEMO) has announced an increase in the cap on dispatch of Very Fast Raise (R1) Contingency Frequency Control Ancillary Services (FCAS) from 50 MW to 100 MW, effective on 6 November 2023. This follows a review of the 1-second FCAS markets and aims to ensure sufficient market capacity and avoid supply shortages. The cap for Very Fast Lower (L1) Contingency FCAS will remain at 50 MW. Additional system-normal contingency risks will also be considered in the FCAS determination. Prices for Raise 1 Sec have been noted to increase to $30-$40/MWh from the current level of around $20/MWh as integration progresses. Further changes include constraint updates related to the Basslink configuration. 

Its relevance level is: Level 2 (Relevant). Its category is: Grid frequency issues. The timeframe of the event impact on the electricity market is: Starting on 6 November 2023. The root cause is: AEMO's decision to increase the requirements for Very Fast Raise (R1) services after reviewing market operations. The accident scale is: Unknown (though no specific accident is mentioned, the notice deals with preventive measures). The dates are: 31-10-2023, with changes implemented from 6-11-2023. The affected region is: Australia’s National Electricity Market (NEM). The affected key users are: Participants in the FCAS market, particularly those invested in or relying on 1-second response services. The cause type is: Market operations decision. The causes are: Review of FCAS caps and registered capacity, ensuring the sufficiency of market capacity to meet new requirement volumes, and maintaining the integrity of system operations."
AGL (Bayswater and Loy Yang A) fined for inability to supply FCAS services,Paul McArdle,31-10-2023 08:42:00 AM,Legal & Regulatory issues,"The summary of the news ""AGL (Bayswater and Loy Yang A) fined for inability to supply FCAS services"" posted at 31-10-2023 08:42:00 AM is: AGL's Bayswater and Loy Yang A power stations were fined several million dollars for failing to provide Frequency Control Ancillary Services (FCAS) after bidding and being accepted by the National Electricity Market Dispatch Engine (NEMDE). The penalties were imposed following a Federal Court case, with the Australian Energy Regulator (AER) announcing the $6 million fines for not supplying the promised backup electricity services. Its relevance level is: Level 1. Its category is: grid/system instability. Its timeframe of the event impact on the electricity_market is: short-term. Its root_cause is: inability to supply agreed FCAS services. Its accident scale is: financial penalty imposed. Its dates are: 30th October 2023 (Federal Court listing date). Its affected region is: Australia. Its affected key users are: electricity consumers relying on grid stability. Its cause type is: regulatory failure to meet FCAS commitments. Its causes are: failure of Bayswater and Loy Yang A stations to deliver promised FCAS services as per their accepted bids."
"Minimum Market Demand in NSW drops lower still, on Sunday 29th October 2023",Paul McArdle,29-10-2023 10:52:00 AM,All-Energy,"The summary of the news ""Minimum Market Demand in NSW drops lower still, on Sunday 29th October 2023"" posted at 29-10-2023 10:52:00 AM is: The article reports a new record low in market demand for electricity in New South Wales, which has decreased to 3,664MW at the 11:45 dispatch interval on 29th October 2023. This decline follows a previous low recorded three weeks prior on 8th October 2023. The decreased demand coincides with increased rooftop PV installation and favorable weather for solar energy. Discussions at the recent All Energy 2023 conference highlighted potential policy changes to further increase rooftop PV adoption. The AEMO, on 30th October, confirmed the low demand trend via LinkedIn.; Its relevance level is: Level 3. Its category is: Energy policy. Timeframe of the event impact on the electricity_market is: Short-term, influenced by time of day and ongoing rooftop PV installations. Root_cause is: Increase in rooftop solar PV leading to reduced grid demand and conditions conducive to solar generation.; Accident scale is: Not applicable. Dates are: 29-10-2023. Affected region is: New South Wales, Australia. Affected key users are: Electricity consumers and PV system owners. Cause type is: Market and policy-related. Causes are: High solar PV generation, favorable weather, policy discussions on further adoption of PV systems."
Brief period of ‘Actual LOR2’ in the SA region Friday evening 27th October 2023 with low wind and constrained imports,Paul McArdle,27-10-2023 08:57:00 PM,Spring 2023 in the NEM,"The summary of the news ""Brief period of ‘Actual LOR2’ in the SA region Friday evening 27th October 2023 with low wind and constrained imports"" posted at 27-10-2023 08:57:00 PM is: On the evening of October 27, 2023, the Australian Energy Market Operator (AEMO) declared an Actual Lack Of Reserve Level 2 (LOR2) condition in South Australia due to low wind output and constrained imports from Victoria. The condition was declared at 19:49 NEM time and was called off shortly after 20:00, lasting slightly over 30 minutes. Factors leading to this were reduced scheduled capacity and import capability alongside underlying conditions of low variable renewable energy (VRE) output and import limitation over the Heywood interconnector due to a transmission line outage.; Its relevance level is: Level 1. Its category is: Grid/system instability. Its timeframe of the event impact on the electricity_market is: Immediate. Its root_cause is: A combination of low wind energy output, constrained import capabilities, and scheduled capacity reductions. Its accident scale is: Localized to the South Australia region. Its dates is: 27-10-2023. Its affected region is: South Australia. Its affected key users is: Electricity consumers in the South Australia region. Its cause type is: Operational and physical constraints. Its causes is: Low renewable energy output and import capacity limitations due to transmission constraints."
Cumulative price in SA goes negative on October 26th 2023,Dan Lee,27-10-2023 10:53:00 AM,Autumn 2023 in the NEM,"The summary of the news ""Cumulative price in SA goes negative on October 26th 2023"" posted at 27-10-2023 10:53:00 AM is: The news reports that for the first time, the cumulative price in South Australia has turned negative, recording a significant drop to -$13,114 following its initial negative interval on October 26th, 2023. This trend highlights a period of prolonged low and negative pricing, which is rare in the history of the National Electricity Market (NEM). Such a situation indicates potential risks and signals an extended duration of low wholesale prices that could affect market stability. Its relevance level is: Level 2. Its category is: Market reactions. The timeframe of the event impact on the electricity_market is: Unknown. Its root_cause is: Prolonged low and negative pricing in the South Australian market. Its accident scale is: Unknown. Its dates are: October 26, 2023. Its affected region is: South Australia. Its affected key users are: Unknown. Its cause type is: Economic/Market conditions. Its causes are: Extended period of low and negative spot prices in South Australia."
Demand Response as Market Participant: Square Peg in Round Hole?,Linton Corbet,24-10-2023 03:24:00 PM,Demand Side Response,"The summary of the news ""Demand Response as Market Participant: Square Peg in Round Hole?"" posted at 24-10-2023 03:24:00 PM is: The article reviews the impact and current state of the Wholesale Demand Response (WDR) mechanism in the National Electricity Market (NEM) two years after its implementation. The mechanism, introduced on 24 October 2021, aims to allow large electricity consumers to sell reduced consumption into the wholesale electricity market. While the mechanism had a promising start, the second year saw a 65% drop in dispatched volumes, indicating a need for further adaptation and growth. Factors affecting WDR include competing demand response opportunities, atypical weather conditions, and improved coal fleet reliability reducing price volatility. Despite these challenges, WDR continues to present a long-term potential to balance supply-demand issues and lower electricity prices.; Its relevance level is: Level 3. Its category is: Energy policy. Its timeframe of the event impact on the electricity market is: Ongoing, as WDR mechanisms evolve over time. Its root cause is: Limited adaptation and competing market opportunities. Its accident scale is: Unknown. Its dates are: 24 October 2021 - 23 October 2023. Its affected region is: National Electricity Market (NEM), Australia. Its affected key users are: Large commercial and industrial electricity consumers. Its cause type is: System and market design issues. Its causes are: Limited adaptation of WDR, competing opportunities for demand response, improved coal fleet reliability, atypical weather conditions, and eligibility barriers."
"On Mon 23rd October, the AEMO publishes Quarterly Energy Dynamics for 2023 Q3",Paul McArdle,23-10-2023 07:00:00 AM,AEMO Quarterly Energy Dynamics,"The summary of the news ""AEMO publishes Quarterly Energy Dynamics for 2023 Q3"" posted at 23-10-2023 07:00:00 AM is: The Australian Energy Market Operator (AEMO) released its Quarterly Energy Dynamics report for Q3 2023, highlighting significant shifts in energy supply sources. Renewables, including wind, solar, and hydro, increased their share of total electricity supply to 38.9%, driven partly by the closure of the Liddell Power Station. This shift contributed to a decrease in black coal usage by 3.4% and gas usage by 2.3%, although brown coal usage saw a slight increase due to fewer unplanned outages. The report noted ongoing developments in new energy projects, with 1.7 GW of new projects progressing through registration and 2.1 GW commissioning to full output, reflecting a robust expansion in renewable energy infrastructure. The report also discussed the phenomenon of negative pricing events, posing increased risks for market participants, which could impact future energy contracts. Media coverage from various outlets emphasized the price decreases in wholesale electricity due to the renewable surge but cautioned about impending high prices due to other factors. Its relevance level is: Level 2 (Relevant). Its category is: Market reactions. Its timeframe of the event impact on the electricity_market is: Short to medium term, as it highlights ongoing energy market developments and potential future pricing implications. Its root_cause is: Transition from fossil fuels to renewable energies, and the closure of Liddell Power Station. Its accident scale is: Unknown. Its dates are: 23-10-2023. Its affected region is: Australia. Its affected key users are: Electricity market participants (retailers, generators, consumers). Its cause type is: Market dynamics and policy shifts. Its causes are: Increased renewable energy contributions, closure of coal-fired power station, decreased demand for coal and gas, and occurrences of negative pricing events."
"On Thu 19th October, the AER published Quarterly Review for 2023 Q3",Paul McArdle,21-10-2023 04:50:00 PM,AER Wholesale Markets Quarterly,"The summary of the news ""On Thu 19th October, the AER published Quarterly Review for 2023 Q3"" posted at 21-10-2023 04:50:00 PM is: The Australian Energy Regulator's (AER) Wholesale Markets Quarterly report for Q3 2023 highlights a drop in wholesale electricity and gas prices due to mild winter conditions leading to lower energy demand. The report also notes that two wind farms, two solar farms, and two batteries started operating, adding 800 megawatts of capacity, yet emphasizes the need for more capacity to replace retiring coal plants over the next decade. The media coverage referenced in the report reflects on the sharp fall in energy prices from record low electricity demand and the role of rooftop solar in reducing wholesale prices. Its relevance level is: Level 2 (Relevant). Its category is: Market reactions. Its timeframe of the event impact on the electricity_market is: July to September 2023. Its root_cause is: Mild winter leading to lower electricity demand and prices. Its accident scale is: Unknown. Its dates are: 21-10-2023. Its affected region is: Australia. Its affected key users are: Energy producers and consumers. Its cause type is: Natural and market-driven. Its causes are: Lower energy demand from mild weather and record rooftop solar output."
Brief loss of load around Townsville in the early hours of Saturday morning 21st October 2023,Paul McArdle,21-10-2023 11:00:00 AM,2023-10-21 Lost Load in QLD Ross Zone,"The summary of the news ""Brief loss of load around Townsville in the early hours of Saturday morning 21st October 2023"" posted at 21-10-2023 11:00:00 AM is: An unexpected loss of electrical load occurred in the Townsville area, affecting the Ross Zone in Queensland due to the tripping of the Ross No 2 275kV Bus at 01:33 on 21st October 2023. This resulted in a temporary bulk electrical load disconnection of 218 MW. Although no load shedding was instructed by AEMO, the event led to an interruption mainly impacting several large industrial users including Glencore’s Copper Refineries and the Sun Metals zinc smelter. The cause of this non-credible contingency event is unidentified but was resolved with the system returning to normalcy by 02:08. Power was gradually restored by 04:50, although not reaching pre-event consumption levels. Its relevance level is: Level 1. Its category is: Grid/system instability. Its timeframe of the event impact on the electricity_market is: Short-term, less than a day. Its root_cause is: Unknown technical fault of the Ross No 2 275kV Bus. Its accident scale is: Localized within the Townsville area (Ross Zone). Its dates are: 21/10/2023. Its affected region is: Townsville area, Ross Zone, Queensland, Australia. Its affected key users are: Large industrial energy users including Glencore’s Copper Refineries and the Sun Metals zinc smelter. Its cause type is: Technical/Infrastructure failure. Its causes are: Tripping of the Ross No 2 275kV Bus, leading to a non-credible contingency event with an unresolved initial cause."
Two pieces of information (about Eraring Power Station) from the Origin Energy 2023 AGM,Paul McArdle,19-10-2023 10:42:00 AM,Areas of deeper analysis,"The summary of the news ""Two pieces of information (about Eraring Power Station) from the Origin Energy 2023 AGM"" posted at 19-10-2023 10:42:00 AM is: The article details highlights from Origin Energy's 2023 Annual General Meeting, particularly focusing on the Eraring Power Station. This includes the power station's low forced outage rate of under 5% over the past year and ongoing discussions regarding the potential early closure of the station, slated for 2025. The meeting highlighted exceptional performance metrics for Eraring, while also addressing strategic adjustments in preparation for the transition to cleaner energy sources. Negotiations with the New South Wales government on delaying the closure date were also noted, alongside the potential implications these have on reliability and market dynamics. Its relevance level is: Level 1. Its category is: Coal-fired policies. Its Timeframe of the event impact on the electricity_market is: Ongoing until the proposed closure in August 2025. Its root_cause is: Transition from coal-fired energy to renewable sources and market reliability concerns. Its accident scale is: Not applicable. Its dates are: 18-10-2023 and onward discussions regarding closure until August 2025. Its affected region is: New South Wales, Australia. Its affected key users are: Large-scale electricity users and residents reliant on coal power. Its cause type is: Policy and operational transition. Its causes are: Low forced outage rates; negotiations over closure dates; transition to renewable energy and market reliability."
Research Paper into solar resource intermittency in future (in a climate changed world),Paul McArdle,19-10-2023 08:13:00 AM,Areas of deeper analysis,"The summary of the news ""Research Paper into solar resource intermittency in future (in a climate changed world)"" posted at 19-10-2023 08:13:00 AM is: The article discusses a recent study addressing the effects of climate change on solar and wind energy patterns in Australia, emphasizing solar resource intermittency and reliability. It highlights a paper by Shukla Poddar and others that suggests a future decrease in solar intermittency in Eastern Australia, indicating potentially more stable and reliable power supply in these regions. The study is important due to the shift towards solar and wind energy in the energy transition. Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Its timeframe of the event impact on the electricity_market is: Longer-term, subject to climate change impact. Its root_cause is: Climate change impacting renewable energy patterns. Its accident scale is: Unknown. Its dates are: 19-10-2023. Its affected region is: Eastern Australia. Its affected key users are: Solar farms, energy market participants. Its cause type is: Natural-Environmental. Its causes are: Changes in solar and wind patterns due to climate change."
AER issues Infringement Notice to CS Energy relating to long-term operating Callide C without an exemption … including on 24th May 2021,Paul McArdle,18-10-2023 04:08:00 PM,"2021 - 25th May - Callide C4 Explosion, Fire and Outage","The summary of the news ""AER issues Infringement Notice to CS Energy relating to long-term operating Callide C without an exemption … including on 24th May 2021"" posted at 18-10-2023 04:08:00 PM is: The Australian Energy Regulator (AER) has issued an infringement notice to CS Energy for allegedly operating the Callide C power station without regulatory approval prior to the explosion on 25th May 2021. This incident led to the Callide C4 unit being offline, resulting in one of the longest outages in the history of the National Electricity Market (NEM). Although the lack of an exemption was identified on 24th May 2021, it was not directly linked to the explosion the following day, highlighting coincidental timing rather than causation. Nonetheless, CS Energy is facing a fine as reported by Giles Parkinson and others. The CS Energy, owning Callide C jointly, acknowledges their commitment to market compliance amidst the extended outage and regulatory issues. Its relevance level is: Level 1 (Most Relevant). Its category is: Grid/system instability. Its timeframe of the event impact on the electricity_market is: Ongoing, with significant impact expected until the unit is returned to service. Its root_cause is: Alleged operation without regulatory approval and subsequent explosion. Its accident scale is: Large-scale, affecting the power supply within the NEM. Its dates are: 18-10-2023 (publication date), 24th May 2021 (identification of regulatory issue), 25th May 2021 (date of explosion). Its affected region is: Queensland, Australia. Its affected key users are: Electricity consumers and market participants in the NEM. Its cause type is: Regulatory non-compliance and technical failure. Its causes are: Operation without a regulatory exemption and the coincidental explosion of the Callide C4 unit."
Low reserves projected post Eraring closure… and earlier?,Linton Corbet,18-10-2023 03:52:00 PM,Announcements,"The summary of the news ""Low reserves projected post Eraring closure… and earlier?"" posted at 18-10-2023 03:52:00 PM is: The recent MTPASA assessment has identified low reserve conditions for New South Wales (NSW) between December 2024 and February 2025, and August 2025 to October 2025, attributed to the scheduled closure of the Eraring plant. The assessment projects a possible increase in unserved energy, particularly after August 2025, aligning with the Eraring closure, and highlights a potential reliability concern for the electricity market. Its relevance level is: Level 1. Its category is: Grid/system instability. Its timeframe of the event impact on the electricity_market is: December 2024 to October 2025. Its root_cause is: Closure of Eraring power plant. Its accident scale is: Unknown. Its dates are: 17-10-2023 (MTPASA publication date), 19-08-2025 (Eraring closure date). Its affected region is: New South Wales (NSW). Its affected key users are: Unknown. Its cause type is: Structural and operational. Its causes are: Closure of the Eraring plant, potential unserved energy increase, anticipated low reserve conditions, increased loss of load probability post-closure."
Possible coal supply issues at Mt Piper coal-fired power station to last until the end of 2023?,Paul McArdle,18-10-2023 01:14:00 PM,Spring 2023 in the NEM,"The summary of the news ""Possible coal supply issues at Mt Piper coal-fired power station to last until the end of 2023?"" posted at 18-10-2023 01:14:00 PM is: EnergyAustralia has warned that coal supplies for the Mount Piper power station are at risk due to expected shortfalls in coal deliveries despite a diversified supply contract. The shortfall is anticipated to continue until the end of 2023. The update came from CLP Holdings' Quarterly Statement, suggesting challenges for the summer 2023-24 electricity market. Its relevance level is: Level 1 (Most Relevant). Its category is: Fuel supply issues (coal). Its Timeframe of the event impact on the electricity_market is: Until the end of 2023. Its root_cause is: Expected shortfalls in coal deliveries. Its accident scale is: Unknown. Its dates are: 16-10-2023. Its affected region is: Unknown. Its affected key users are: Unknown. Its cause type is: Supply chain. Its causes are: Expected shortfall in coal deliveries despite mitigations from a multi-mine supply contract."
"Not so fast … the Bouldercombe Battery is not yet back into service, after the fire",Paul McArdle,17-10-2023 01:53:00 PM,2023-09-27 Bouldercombe BESS fire,"The summary of the news ""Not so fast … the Bouldercombe Battery is not yet back into service, after the fire"" posted at 17-10-2023 01:53:00 PM is: The Bouldercombe Battery Energy Storage System (BESS) in Queensland, Australia, remains out of service following a fire incident that occurred on September 27, 2023. Although the battery briefly started charging again on September 28, its operational capacity has since returned to zero, as noted by the 'Bids & Offers' widget on the ez2view platform. The fire happened during a commissioning period, and no further updates have been released by Genex on the Australian Securities Exchange (ASX) regarding this incident. Its relevance level is: Level 1. Its category is: Turbine/generator failures. Its timeframe of the event impact on the electricity_market is: Unknown, pending resolution of operational capacity issues. Its root_cause is: Unknown, as the cause of the fire has not been disclosed. Its accident scale is: Unknown. Its dates are: September 27, 2023, with a brief operational period on September 28, 2023. Its affected region is: Queensland, Australia. Its affected key users are: The Australian Energy Market Operator (AEMO) and potentially energy consumers depending on battery dispatch. Its cause type is: Operational failure during the commissioning period. Its causes are: Fire incident of unknown origin; post-fire operational failure."
Very Fast FCAS – a week in review,Linton Corbet,13-10-2023 04:03:00 PM,2023-10-09 Fast Frequency Response market,"The summary of the news ""Very Fast FCAS – a week in review"" posted on 13-10-2023 04:03:00 PM is: The article reviews the first week of the newly initiated Fast Frequency Response markets (1-second raise and 1-second lower) that began on October 9, 2023. It details the pricing trends observed, where LOWER1SEC prices consistently ranged from 0 to $140/MWh, often higher than the RAISE1SEC prices, which remained around $20/MWh. The cap on enablement levels is set at 50 MW. Discussions suggest that C&I aggregators primarily participate in RAISE1SEC offerings, leading to lower prices. Batteries have a reducing FCAS capacity at higher energy levels. Pricing is influenced by key players, with VENUS1 and EnelX’s ASNENC1 frequently setting RAISE1SEC prices, and various batteries influencing LOWER1SEC prices. Uncapped FCAS requirements could potentially exceed current caps, warranting attention to future changes in caps and registered capacities. Its relevance level is: Level 2 (Relevant). Its category is: Market reactions. Its timeframe of the event impact on the electricity market is: Unknown. Its root cause is: Market dynamics in pricing and participation strategies. Its accident scale is: Unknown. Its dates are: October 9, 2023, to October 13, 2023. Its affected region is: Australia (implied). Its affected key users are: Electricity market stakeholders and participants. Its cause type is: Market behavior. Its causes are: Pricing inconsistencies between LOWER1SEC and RAISE1SEC, C&I aggregator strategy affecting RAISE1SEC prices, and participation patterns of battery storage systems."
Measurement timeframes for Raise Contingency FCAS … from the MASS Version 8,Paul McArdle,09-10-2023 06:00:00 PM,Energy Literacy,"The summary of the news ""Measurement timeframes for Raise Contingency FCAS … from the MASS Version 8"" posted at 09-10-2023 06:00:00 PM is: The article discusses the implementation of version 8.0 of the 'Market Ancillary Service Specification' (MASS) from 9th October 2023, highlighting the inclusion of Figure 8 from the report for future reference; Its relevance level is: Level 3. Its category is: Energy policy. Its timeframe of the event impact on the electricity_market is: Unknown. Its root_cause is: Unknown. Its accident scale is: Unknown. Its dates are: 09-10-2023. Its affected region is: Unknown. Its affected key users are: Unknown. Its cause type is: Unknown. Its causes are: Unknown."
NSW region hit new ‘lowest ever’ point for Market Demand on Sunday 8th October 2023,Paul McArdle,09-10-2023 01:53:00 PM,Decline of Minimum demand,"The summary of the news ""NSW region hit new ‘lowest ever’ point for Market Demand on Sunday 8th October 2023"" posted at 09-10-2023 01:53:00 PM is: A new record for the lowest market demand in the NSW region was reached on October 8th, 2023, driven by high rooftop solar generation during peak periods. The demand fell to 3,869 MW, setting a new low compared to the previous 3,957 MW recorded on April 9th, 2023. This decline highlights the increasing influence of solar power on reducing grid demand during sunny periods. Its relevance level is: Level 3 (Less Relevant). Its category is: Residential satisfaction. Its timeframe of the event impact on the electricity_market is: Short-term. Its root_cause is: High rooftop solar generation. Its accident scale is: Not applicable. Its dates are: 08-10-2023. Its affected region is: New South Wales (NSW). Its affected key users are: Residential consumers and the electricity market. Its cause type is: Natural/Operational. Its causes are: High solar generation, reduced market demand."
The *other* market change that went live today (Monday 9th October 2023),Paul McArdle,09-10-2023 12:18:00 PM,Announcements,"The summary of the news ""The *other* market change that went live today (Monday 9th October 2023)"" posted at 09-10-2023 12:18:00 PM is: The announcement highlights two market changes that took effect on October 9, 2023. The first is the implementation of the Very Fast Raise and Lower FCAS markets, driven by declining grid inertia due to coal unit closures. This change coincides with ongoing discussions at the AFR's Energy & Climate Summit. The second change is an enhancement to the MT PASA DUID Availability dataset, initiated by an ERM rule change, which now includes Unit State and Recall Time information but is limited to fully Scheduled units. These changes reflect ongoing adaptations in the energy market amid a transitioning energy landscape. Its relevance level is: Level 2 (Relevant). Its category is: market reactions. Its timeframe of the event impact on the electricity_market is: immediate, with ongoing implications. Its root_cause is: Transition in energy market and reduction in grid inertia. Its accident scale is: Unknown. Its dates are: 09-10-2023. Its affected region is: National Electricity Market (NEM), Australia. Its affected key users are: Energy market participants and stakeholders. Its cause type is: Policy and market structure changes. Its causes are: Closure of coal-fired power units, energy market evolution, and the need for updated market data and tools."
Very Fast Raise and Lower FCAS markets to start on 9 October 2023,Linton Corbet,06-10-2023 03:39:00 PM,2023-10-09 Fast Frequency Response market,"The summary of the news ""Very Fast Raise and Lower FCAS markets to start on 9 October 2023"" posted at 06-10-2023 03:39:00 PM is: The Australian National Electricity Market (NEM) is set to launch two new Contingency Frequency Control Ancillary Services (FCAS) markets on October 9, 2023, focusing on ""Very fast"" Raise and Lower services designed to address frequency changes within a 1-second timeframe. These new markets, referred to as R1/L1 or 1-Second Raise/Lower, will supplement the existing FCAS services, which operate over longer timescales. The introduction of these markets aims to mitigate the risks posed by declining system inertia and corresponding increases in frequency deviation during contingency events, thus reducing the likelihood of under-frequency load shedding and potentially lowering costs associated with fast FCAS requirements. The launch includes participants like large batteries and comes with dynamic constraints to cap requirement levels at 50 MW. Predispatch market prices indicate significant pricing, with expectations of up to 300 $/MWh for 1-Second Lower and less than 200 $/MWh for 1-Second Raise services; Its relevance level is: Level 2. Its category is: Grid frequency issues. Its timeframe of the event impact on the electricity_market is: Ongoing from October 9, 2023. Its root_cause is: Introduction of new FCAS markets to address declining system inertia and manage frequency deviations. Its accident scale is: Unknown. Its dates are: 06-10-2023. Its affected region is: Australia. Its affected key users are: FCAS market participants, primarily those managing large battery systems. Its cause type is: Market and systemic change. Its causes are: Decline in system inertia, need for enhanced frequency response services, regulatory changes, and market readiness."
AER release ‘State of the Energy Market’ report for 2023,Dan Lee,05-10-2023 03:39:00 PM,AER State of Energy Markets,"The summary of the news ""AER release ‘State of the Energy Market’ report for 2023"" posted at 05-10-2023 03:39:00 PM is: The Australian Energy Regulator (AER) released its annual 'State of the Energy Market' report, highlighting improved outcomes in wholesale energy markets with a significant decrease in wholesale electricity and gas prices compared to 2022. However, retail electricity prices rose by 9% to 20% across all NEM jurisdictions in 2022-23, exacerbating the cost-of-living pressures on households. Concerns were also raised about the increasing concentration of flexible generation assets and reduced market competition, especially in NSW and Victoria. AER Chair Clare Savage emphasized the increased market power of Snowy Hydro and noted limited liquidity in exchange-traded hedging products and a reduced number of clearing service providers. The AER anticipates new powers for better contract market monitoring to address these issues. Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Its timeframe of the event impact on the electricity market is: The impacts noted in the report refer to the 2022-23 period. Its root cause is: Improved outcomes in wholesale energy markets and concerns about market concentration affecting competition. Its accident scale is: Unknown. Its dates are: 05-10-2023. Its affected region is: Primarily NSW and Victoria, but all NEM jurisdictions were discussed. Its affected key users are: Households in NEM jurisdictions. Its cause type is: Market dynamics and energy market competition. Its causes are: Significant decrease in wholesale electricity and gas prices, increased market concentration of flexible generation assets, reduced liquidity in hedging products, and limited competition as highlighted by the AER."
Has rooftop PV in South Australia recently been curtailed with these low points for demand?,Paul McArdle,02-10-2023 12:51:00 PM,Decline of Minimum demand,"The summary of the news ""Has rooftop PV in South Australia recently been curtailed with these low points for demand?"" posted at 02-10-2023 12:51:00 PM is: The article discusses recent instances of lower demand in South Australia, specifically on September 16th, September 23rd, and October 1st, 2023, and explores whether rooftop solar systems were curtailed due to these low demand points. Commenters noted curtailment in some locales, although official sources such as AEMO and SA Power Networks have not reported coordinated curtailment measures. The possibility of localized issues like high network voltages affecting individual rooftop systems is mentioned, but lacks concrete data. Its relevance level is: Level 3 (Less Relevant). Its category is: Residential satisfaction. Its timeframe of the event impact on the electricity market is: Short-term (specific to the dates mentioned). Its root cause is: Market demand reaching new lows. Its accident scale is: Unknown. Its dates are: 16th & 23rd September and 1st October 2023. Its affected region is: South Australia. Its affected key users are: Rooftop solar system owners. Its cause type is: Demand fluctuation and potential network issues. Its causes are: Lower operational/market demand, isolated system curtailment in specific locations, uncoordinated reports of high network voltages."
New lowest point for NEM-wide demand also set on Sunday 1st October 2023,Paul McArdle,02-10-2023 12:48:00 PM,2023-10-01 very high IRPM on Sunday,"The summary of the news ""New lowest point for NEM-wide demand also set on Sunday 1st October 2023"" posted at 02-10-2023 12:48:00 PM is: On Sunday, October 1st, 2023, the National Electricity Market (NEM) observed new low points for demand across Queensland (QLD) and South Australia (SA), as well as NEM-wide. The 'Market Demand' dropped to 10,500MW at the 11:35 dispatch interval, marking a new low compared to previous records. The 'Operational Demand' also hit a new low at 11,224MW for the half-hour ending at 12:00 NEM time. These low demand levels are attributed to a lull ahead of the anticipated summer peaks. The Australian Energy Market Operator (AEMO) confirmed these records and continues to monitor the demand trends closely. Its relevance level is: Level 2 (Relevant). Its category is: Market reactions. Its Timeframe of the event impact on the electricity_market is: Short-term, with potential continued low demand until summer 2023-24. Its root_cause is: Low electricity demand levels in QLD and SA. Its accident scale is: Unknown. Its dates are: 01-10-2023. Its affected region is: National Electricity Market (NEM), specifically Queensland and South Australia. Its affected key users are: Market participants and electricity providers. Its cause type is: Demand fluctuations. Its causes are: Low market demand and operational demand levels in the NEM."
‘Minimum Demand’ in South Australia drops further below 0MW on Sun 1st October 2023 – measured by Market Demand,Paul McArdle,01-10-2023 04:59:00 PM,2023-10-01 very high IRPM on Sunday,"The summary of the news ""'Minimum Demand' in South Australia drops further below 0MW on Sun 1st October 2023 – measured by Market Demand"" posted at 01-10-2023 04:59:00 PM is: On October 1, 2023, South Australia's market demand reached a new low of –37MW at 13:25 NEM time, setting a record for market demand since re-basing. This followed a previous low recorded just eight days prior and was accompanied by an operational demand low of +5MW, indicating a potential shift towards negative demand. Its relevance level is: Level 2. Its category is: Grid frequency issues. Its Timeframe of the event impact on the electricity_market is: Immediate. Its root_cause is: High renewable generation and low consumption. Its accident scale is: Unknown. Its dates are: 01-10-2023. Its affected region is: South Australia. Its affected key users are: Unknown. Its cause type is: Demand fluctuation. Its causes are: Surplus renewable energy generation, Low grid consumption."
"QLD minimum ‘Market Demand’ (in ordinary times) drops lower still, on Sunday 1st October 2023",Paul McArdle,01-10-2023 11:04:00 AM,2023-10-01 very high IRPM on Sunday,"The summary of the news ""QLD minimum ‘Market Demand’ (in ordinary times) drops lower still, on Sunday 1st October 2023"" posted at 01-10-2023 11:04:00 AM is: On the morning of October 1, 2023, Queensland's 'Market Demand' fell to an unprecedented low of 3,181 MW during ordinary times, observed at the 10:50 dispatch interval, surpassing the previous record set on September 17, 2023. The 'Operational Demand' further dropped to 3,131 MW for the half-hours ending at 11:00 and 11:30, marking a new low. Such drops in demand are noted as occurring under routine conditions, excluding anomalies like those from May 25, 2021, after a significant grid event. It is anticipated that the market demand could decrease further before the day's end.; Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy, residential satisfaction, residential surveys. Its Timeframe of the event impact on the electricity_market is: Unknown. Its root_cause is: Ordinary fluctuations in energy demand. Its accident scale is: Unknown. Its dates are: 01-10-2023. Its affected region is: Queensland. Its affected key users are: Unknown. Its cause type is: Market demand fluctuation. Its causes are: Lower demand in ordinary market conditions."
